Rack,Date_Time,Device,State
MUW,2022-01-11 08:34:39,Conductivity Pump,0
MUW,2022-01-11 08:36:19,Conductivity Pump,1
MUW,2022-01-11 08:37:48,pH Pump,1
MUW,2022-01-11 08:38:08,pH Pump,0
MUW,2022-01-11 08:39:19,Conductivity Pump,0
MUW,2022-01-11 08:40:59,Conductivity Pump,1
MUW,2022-01-11 08:41:48,pH Pump,1
MUW,2022-01-11 08:42:08,pH Pump,0
MUW,2022-01-11 08:43:59,Conductivity Pump,0
MUW,2022-01-11 08:45:39,Conductivity Pump,1
MUW,2022-01-11 08:45:48,pH Pump,1
MUW,2022-01-11 08:46:08,pH Pump,0
MUW,2022-01-11 08:48:39,Conductivity Pump,0
MUW,2022-01-11 08:49:48,pH Pump,1
MUW,2022-01-11 08:49:53,Heat Ex Comp,1
MUW,2022-01-11 08:50:08,pH Pump,0
MUW,2022-01-11 08:53:48,pH Pump,1
MUW,2022-01-11 08:54:08,pH Pump,0
MUW,2022-01-11 08:57:48,pH Pump,1
MUW,2022-01-11 08:58:08,pH Pump,0
MUW,2022-01-11 09:01:48,pH Pump,1
MUW,2022-01-11 09:02:08,pH Pump,0
MUW,2022-01-11 09:05:48,pH Pump,1
MUW,2022-01-11 09:06:08,pH Pump,0
MUW,2022-01-11 09:07:09,Conductivity Pump,1
MUW,2022-01-11 09:10:09,Conductivity Pump,0
MUW,2022-01-11 09:11:22,Conductivity Pump,1
MUW,2022-01-11 09:14:22,Conductivity Pump,0
MUW,2022-01-11 09:16:02,Conductivity Pump,1
MUW,2022-01-11 09:19:02,Conductivity Pump,0
MUW,2022-01-11 09:35:01,Conductivity Pump,1
MUW,2022-01-11 09:38:01,Conductivity Pump,0
MUW,2022-01-11 09:39:01,Conductivity Pump,1
MUW,2022-01-11 09:42:01,Conductivity Pump,0
MUW,2022-01-11 09:43:41,Conductivity Pump,1
MUW,2022-01-11 09:44:38,pH Pump,1
MUW,2022-01-11 09:44:57,pH Pump,0
MUW,2022-01-11 09:46:41,Conductivity Pump,0
MUW,2022-01-11 09:47:02,Heat Ex Comp,0
MUW,2022-01-11 09:48:21,Conductivity Pump,1
MUW,2022-01-11 09:48:38,pH Pump,1
MUW,2022-01-11 09:48:58,pH Pump,0
MUW,2022-01-11 09:51:21,Conductivity Pump,0
MUW,2022-01-11 09:53:01,Conductivity Pump,1
MUW,2022-01-11 09:56:01,Conductivity Pump,0
MUW,2022-01-11 09:57:41,Conductivity Pump,1
MUW,2022-01-11 10:00:41,Conductivity Pump,0
MUW,2022-01-11 10:02:21,Conductivity Pump,1
MUW,2022-01-11 10:05:02,Conductivity Pump,0
MUW,2022-01-11 10:08:45,pH Pump,1
MUW,2022-01-11 10:09:05,pH Pump,0
MUW,2022-01-11 10:12:45,pH Pump,1
MUW,2022-01-11 10:13:05,pH Pump,0
MUW,2022-01-11 10:16:45,pH Pump,1
MUW,2022-01-11 10:17:05,pH Pump,0
MUW,2022-01-11 10:18:27,Heat Ex Comp,1
MUW,2022-01-11 10:20:45,pH Pump,1
MUW,2022-01-11 10:20:53,Conductivity Pump,1
MUW,2022-01-11 10:21:05,pH Pump,0
MUW,2022-01-11 10:23:41,Conductivity Pump,0
MUW,2022-01-11 10:24:45,pH Pump,1
MUW,2022-01-11 10:25:05,pH Pump,0
MUW,2022-01-11 10:25:20,Conductivity Pump,1
MUW,2022-01-11 10:28:21,Conductivity Pump,0
MUW,2022-01-11 10:28:45,pH Pump,1
MUW,2022-01-11 10:29:05,pH Pump,0
MUW,2022-01-11 10:30:00,Conductivity Pump,1
MUW,2022-01-11 10:32:45,pH Pump,1
MUW,2022-01-11 10:33:00,Conductivity Pump,0
MUW,2022-01-11 10:33:05,pH Pump,0
MUW,2022-01-11 10:34:40,Conductivity Pump,1
MUW,2022-01-11 10:35:12,Conductivity Pump,0
MUW,2022-01-11 10:36:45,pH Pump,1
MUW,2022-01-11 10:37:05,pH Pump,0
MUW,2022-01-11 10:40:45,pH Pump,1
MUW,2022-01-11 10:41:05,pH Pump,0
MUW,2022-01-11 10:44:45,pH Pump,1
MUW,2022-01-11 10:45:05,pH Pump,0
MUW,2022-01-11 10:48:45,pH Pump,1
MUW,2022-01-11 10:49:05,pH Pump,0
MUW,2022-01-11 10:54:44,Conductivity Pump,1
MUW,2022-01-11 10:57:44,Conductivity Pump,0
MUW,2022-01-11 10:59:24,Conductivity Pump,1
MUW,2022-01-11 11:02:24,Conductivity Pump,0
MUW,2022-01-11 11:04:04,Conductivity Pump,1
MUW,2022-01-11 11:07:04,Conductivity Pump,0
MUW,2022-01-11 11:08:44,Conductivity Pump,1
MUW,2022-01-11 11:09:26,Conductivity Pump,0
MUW,2022-01-11 11:16:17,Heat Ex Comp,0
MUW,2022-01-11 11:28:12,Conductivity Pump,1
MUW,2022-01-11 11:30:03,Conductivity Pump,0
MUW,2022-01-11 11:30:29,pH Pump,1
MUW,2022-01-11 11:30:49,pH Pump,0
MUW,2022-01-11 11:31:44,Conductivity Pump,1
MUW,2022-01-11 11:34:29,pH Pump,1
MUW,2022-01-11 11:34:43,Conductivity Pump,0
MUW,2022-01-11 11:34:49,pH Pump,0
MUW,2022-01-11 11:36:23,Conductivity Pump,1
MUW,2022-01-11 11:38:29,pH Pump,1
MUW,2022-01-11 11:38:49,pH Pump,0
MUW,2022-01-11 11:39:23,Conductivity Pump,0
MUW,2022-01-11 11:41:03,Conductivity Pump,1
MUW,2022-01-11 11:42:29,pH Pump,1
MUW,2022-01-11 11:42:49,pH Pump,0
MUW,2022-01-11 11:44:03,Conductivity Pump,0
MUW,2022-01-11 11:46:29,pH Pump,1
MUW,2022-01-11 11:46:49,pH Pump,0
MUW,2022-01-11 11:49:16,Heat Ex Comp,1
MUW,2022-01-11 11:50:29,pH Pump,1
MUW,2022-01-11 11:50:49,pH Pump,0
MUW,2022-01-11 11:54:29,pH Pump,1
MUW,2022-01-11 11:54:49,pH Pump,0
MUW,2022-01-11 11:58:29,pH Pump,1
MUW,2022-01-11 11:58:49,pH Pump,0
MUW,2022-01-11 12:02:29,pH Pump,1
MUW,2022-01-11 12:02:49,pH Pump,0
MUW,2022-01-11 12:03:54,Conductivity Pump,1
MUW,2022-01-11 12:06:29,pH Pump,1
MUW,2022-01-11 12:06:49,pH Pump,0
MUW,2022-01-11 12:06:54,Conductivity Pump,0
MUW,2022-01-11 12:08:34,Conductivity Pump,1
MUW,2022-01-11 12:10:29,pH Pump,1
MUW,2022-01-11 12:10:49,pH Pump,0
MUW,2022-01-11 12:11:34,Conductivity Pump,0
MUW,2022-01-11 12:13:14,Conductivity Pump,1
MUW,2022-01-11 12:16:14,Conductivity Pump,0
MUW,2022-01-11 12:17:54,Conductivity Pump,1
MUW,2022-01-11 12:20:54,Conductivity Pump,0
MUW,2022-01-11 12:22:34,Conductivity Pump,1
MUW,2022-01-11 12:25:34,Conductivity Pump,0
MUW,2022-01-11 12:27:14,Conductivity Pump,1
MUW,2022-01-11 12:30:14,Conductivity Pump,0
MUW,2022-01-11 12:31:54,Conductivity Pump,1
MUW,2022-01-11 12:34:54,Conductivity Pump,0
MUW,2022-01-11 12:36:34,Conductivity Pump,1
MUW,2022-01-11 12:38:59,pH Pump,1
MUW,2022-01-11 12:39:19,pH Pump,0
MUW,2022-01-11 12:39:34,Conductivity Pump,0
MUW,2022-01-11 12:41:14,Conductivity Pump,1
MUW,2022-01-11 12:42:59,pH Pump,1
MUW,2022-01-11 12:43:19,pH Pump,0
MUW,2022-01-11 12:44:14,Conductivity Pump,0
MUW,2022-01-11 12:45:54,Conductivity Pump,1
MUW,2022-01-11 12:46:59,pH Pump,1
MUW,2022-01-11 12:47:19,pH Pump,0
MUW,2022-01-11 12:48:54,Conductivity Pump,0
MUW,2022-01-11 12:50:34,Conductivity Pump,1
MUW,2022-01-11 12:50:59,pH Pump,1
MUW,2022-01-11 12:51:19,pH Pump,0
MUW,2022-01-11 12:53:34,Conductivity Pump,0
MUW,2022-01-11 12:54:59,pH Pump,1
MUW,2022-01-11 12:55:14,Conductivity Pump,1
MUW,2022-01-11 12:55:19,pH Pump,0
MUW,2022-01-11 12:58:14,Conductivity Pump,0
MUW,2022-01-11 12:58:59,pH Pump,1
MUW,2022-01-11 12:59:19,pH Pump,0
MUW,2022-01-11 12:59:54,Conductivity Pump,1
MUW,2022-01-11 13:02:54,Conductivity Pump,0
MUW,2022-01-11 13:02:59,pH Pump,1
MUW,2022-01-11 13:03:19,pH Pump,0
MUW,2022-01-11 13:04:34,Conductivity Pump,1
MUW,2022-01-11 13:06:59,pH Pump,1
MUW,2022-01-11 13:07:19,pH Pump,0
MUW,2022-01-11 13:07:34,Conductivity Pump,0
MUW,2022-01-11 13:09:14,Conductivity Pump,1
MUW,2022-01-11 13:10:59,pH Pump,1
MUW,2022-01-11 13:11:19,pH Pump,0
MUW,2022-01-11 13:12:14,Conductivity Pump,0
MUW,2022-01-11 13:14:59,pH Pump,1
MUW,2022-01-11 13:15:19,pH Pump,0
MUW,2022-01-11 13:22:33,Conductivity Pump,1
MUW,2022-01-11 13:25:33,Conductivity Pump,0
MUW,2022-01-11 13:26:46,Conductivity Pump,1
MUW,2022-01-11 13:29:45,Conductivity Pump,0
MUW,2022-01-11 13:31:26,Conductivity Pump,1
MUW,2022-01-11 13:34:25,Conductivity Pump,0
MUW,2022-01-11 13:36:06,Conductivity Pump,1
MUW,2022-01-11 13:38:38,Conductivity Pump,0
MUW,2022-01-11 13:45:52,pH Pump,1
MUW,2022-01-11 13:46:12,pH Pump,0
MUW,2022-01-11 13:49:52,pH Pump,1
MUW,2022-01-11 13:50:12,pH Pump,0
MUW,2022-01-11 13:53:52,pH Pump,1
MUW,2022-01-11 13:54:12,pH Pump,0
MUW,2022-01-11 13:56:51,Conductivity Pump,1
MUW,2022-01-11 13:57:52,pH Pump,1
MUW,2022-01-11 13:58:12,pH Pump,0
MUW,2022-01-11 13:59:51,Conductivity Pump,0
MUW,2022-01-11 14:01:31,Conductivity Pump,1
MUW,2022-01-11 14:01:52,pH Pump,1
MUW,2022-01-11 14:02:12,pH Pump,0
MUW,2022-01-11 14:04:31,Conductivity Pump,0
MUW,2022-01-11 14:05:52,pH Pump,1
MUW,2022-01-11 14:06:11,Conductivity Pump,1
MUW,2022-01-11 14:06:12,pH Pump,0
MUW,2022-01-11 14:09:11,Conductivity Pump,0
MUW,2022-01-11 14:09:52,pH Pump,1
MUW,2022-01-11 14:10:12,pH Pump,0
MUW,2022-01-11 14:10:52,Conductivity Pump,1
MUW,2022-01-11 14:12:05,Heat Ex Comp,0
MUW,2022-01-11 14:13:51,Conductivity Pump,0
MUW,2022-01-11 14:13:52,pH Pump,1
MUW,2022-01-11 14:14:12,pH Pump,0
MUW,2022-01-11 14:15:32,Conductivity Pump,1
MUW,2022-01-11 14:15:42,Conductivity Pump,0
MUW,2022-01-11 14:33:03,pH Pump,1
MUW,2022-01-11 14:33:23,pH Pump,0
MUW,2022-01-11 14:33:49,Conductivity Pump,1
MUW,2022-01-11 14:35:31,pH Pump,1
MUW,2022-01-11 14:35:51,pH Pump,0
MUW,2022-01-11 14:36:48,Conductivity Pump,0
MUW,2022-01-11 14:38:28,Conductivity Pump,1
MUW,2022-01-11 14:39:31,pH Pump,1
MUW,2022-01-11 14:39:51,pH Pump,0
MUW,2022-01-11 14:41:28,Conductivity Pump,0
MUW,2022-01-11 14:43:08,Conductivity Pump,1
MUW,2022-01-11 14:43:17,Heat Ex Comp,1
MUW,2022-01-11 14:43:32,pH Pump,1
MUW,2022-01-11 14:43:51,pH Pump,0
MUW,2022-01-11 14:46:08,Conductivity Pump,0
MUW,2022-01-11 14:47:31,pH Pump,1
MUW,2022-01-11 14:47:49,Conductivity Pump,1
MUW,2022-01-11 14:47:52,pH Pump,0
MUW,2022-01-11 14:48:06,Conductivity Pump,0
MUW,2022-01-11 15:04:30,Conductivity Pump,1
MUW,2022-01-11 15:06:24,Conductivity Pump,0
MUW,2022-01-11 15:08:04,Conductivity Pump,1
MUW,2022-01-11 15:11:04,Conductivity Pump,0
MUW,2022-01-11 15:12:44,Conductivity Pump,1
MUW,2022-01-11 15:15:16,pH Pump,1
MUW,2022-01-11 15:15:36,pH Pump,0
MUW,2022-01-11 15:15:44,Conductivity Pump,0
MUW,2022-01-11 15:17:24,Conductivity Pump,1
MUW,2022-01-11 15:19:16,pH Pump,1
MUW,2022-01-11 15:19:36,pH Pump,0
MUW,2022-01-11 15:20:23,Conductivity Pump,0
MUW,2022-01-11 15:22:04,Conductivity Pump,1
MUW,2022-01-11 15:23:16,pH Pump,1
MUW,2022-01-11 15:23:36,pH Pump,0
MUW,2022-01-11 15:25:04,Conductivity Pump,0
MUW,2022-01-11 15:26:44,Conductivity Pump,1
MUW,2022-01-11 15:27:16,pH Pump,1
MUW,2022-01-11 15:27:36,pH Pump,0
MUW,2022-01-11 15:29:44,Conductivity Pump,0
MUW,2022-01-11 15:31:17,pH Pump,1
MUW,2022-01-11 15:31:24,Conductivity Pump,1
MUW,2022-01-11 15:31:36,pH Pump,0
MUW,2022-01-11 15:34:24,Conductivity Pump,0
MUW,2022-01-11 15:35:16,pH Pump,1
MUW,2022-01-11 15:35:36,pH Pump,0
MUW,2022-01-11 15:36:04,Conductivity Pump,1
MUW,2022-01-11 15:39:04,Conductivity Pump,0
MUW,2022-01-11 15:39:16,pH Pump,1
MUW,2022-01-11 15:39:36,pH Pump,0
MUW,2022-01-11 15:40:44,Conductivity Pump,1
MUW,2022-01-12 20:48:42,pH Pump,1
MUW,2022-01-12 20:48:55,Conductivity Pump,1
MUW,2022-01-12 20:49:01,pH Pump,0
MUW,2022-01-12 20:51:55,Conductivity Pump,0
MUW,2022-01-12 20:53:35,Conductivity Pump,1
MUW,2022-01-12 20:56:35,Conductivity Pump,0
MUW,2022-01-12 20:58:15,Conductivity Pump,1
MUW,2022-01-12 20:58:41,Conductivity Pump,0
MUW,2022-01-12 21:15:04,Conductivity Pump,1
MUW,2022-01-12 21:16:50,Conductivity Pump,0
MUW,2022-01-12 21:18:30,Conductivity Pump,1
MUW,2022-01-12 21:21:30,Conductivity Pump,0
MUW,2022-01-12 21:23:10,Conductivity Pump,1
MUW,2022-01-12 21:26:10,Conductivity Pump,0
MUW,2022-01-12 21:27:50,Conductivity Pump,1
MUW,2022-01-12 21:29:33,pH Pump,1
MUW,2022-01-12 21:29:52,pH Pump,0
MUW,2022-01-12 21:30:50,Conductivity Pump,0
MUW,2022-01-12 21:32:12,pH Pump,1
MUW,2022-01-12 21:32:30,Conductivity Pump,1
MUW,2022-01-12 21:32:31,pH Pump,0
MUW,2022-01-12 21:32:57,Conductivity Pump,0
MUW,2022-01-12 21:36:12,pH Pump,1
MUW,2022-01-12 21:36:31,pH Pump,0
MUW,2022-01-12 21:40:12,pH Pump,1
MUW,2022-01-12 21:40:31,pH Pump,0
MUW,2022-01-12 21:44:12,pH Pump,1
MUW,2022-01-12 21:44:32,pH Pump,0
MUW,2022-01-12 21:48:12,pH Pump,1
MUW,2022-01-12 21:48:32,pH Pump,0
MUW,2022-01-12 21:52:12,pH Pump,1
MUW,2022-01-12 21:52:31,pH Pump,0
MUW,2022-01-12 21:53:15,Conductivity Pump,1
MUW,2022-01-12 21:56:11,pH Pump,1
MUW,2022-01-12 21:56:15,Conductivity Pump,0
MUW,2022-01-12 21:56:32,pH Pump,0
MUW,2022-01-12 21:57:55,Conductivity Pump,1
MUW,2022-01-12 22:00:55,Conductivity Pump,0
MUW,2022-01-12 22:02:35,Conductivity Pump,1
MUW,2022-01-12 22:05:35,Conductivity Pump,0
MUW,2022-01-12 22:07:15,Conductivity Pump,1
MUW,2022-01-12 22:10:08,Conductivity Pump,0
MUW,2022-01-12 22:21:08,Conductivity Pump,1
MUW,2022-01-12 22:23:06,Conductivity Pump,0
MUW,2022-01-12 22:24:47,Conductivity Pump,1
MUW,2022-01-12 22:27:47,Conductivity Pump,0
MUW,2022-01-12 22:29:26,Conductivity Pump,1
MUW,2022-01-12 22:32:27,Conductivity Pump,0
MUW,2022-01-12 22:34:07,Conductivity Pump,1
MUW,2022-01-12 22:34:28,pH Pump,1
MUW,2022-01-12 22:34:48,pH Pump,0
MUW,2022-01-12 22:36:58,pH Pump,1
MUW,2022-01-12 22:37:06,Conductivity Pump,0
MUW,2022-01-12 22:37:18,pH Pump,0
MUW,2022-01-12 22:38:47,Conductivity Pump,1
MUW,2022-01-12 22:40:58,pH Pump,1
MUW,2022-01-12 22:41:18,pH Pump,0
MUW,2022-01-12 22:41:46,Conductivity Pump,0
MUW,2022-01-12 22:43:27,Conductivity Pump,1
MUW,2022-01-12 22:44:58,pH Pump,1
MUW,2022-01-12 22:45:18,pH Pump,0
MUW,2022-01-12 22:46:26,Conductivity Pump,0
MUW,2022-01-12 22:48:58,pH Pump,1
MUW,2022-01-12 22:49:17,pH Pump,0
MUW,2022-01-12 22:52:58,pH Pump,1
MUW,2022-01-12 22:53:18,pH Pump,0
MUW,2022-01-12 22:56:58,pH Pump,1
MUW,2022-01-12 22:57:18,pH Pump,0
MUW,2022-01-12 23:00:58,pH Pump,1
MUW,2022-01-12 23:01:18,pH Pump,0
MUW,2022-01-12 23:05:29,Conductivity Pump,1
MUW,2022-01-12 23:08:29,Conductivity Pump,0
MUW,2022-01-12 23:10:09,Conductivity Pump,1
MUW,2022-01-12 23:13:08,Conductivity Pump,0
MUW,2022-01-12 23:14:49,Conductivity Pump,1
MUW,2022-01-12 23:17:49,Conductivity Pump,0
MUW,2022-01-12 23:19:29,Conductivity Pump,1
MUW,2022-01-12 23:20:09,Conductivity Pump,0
MUW,2022-01-12 23:36:14,Conductivity Pump,1
MUW,2022-01-12 23:36:36,Heat Ex Comp,0
MUW,2022-01-12 23:38:04,Conductivity Pump,0
MUW,2022-01-12 23:38:19,pH Pump,1
MUW,2022-01-12 23:38:39,pH Pump,0
MUW,2022-01-12 23:39:44,Conductivity Pump,1
MUW,2022-01-12 23:41:44,pH Pump,1
MUW,2022-01-12 23:42:04,pH Pump,0
MUW,2022-01-12 23:42:44,Conductivity Pump,0
MUW,2022-01-12 23:44:25,Conductivity Pump,1
MUW,2022-01-12 23:45:44,pH Pump,1
MUW,2022-01-12 23:46:04,pH Pump,0
MUW,2022-01-12 23:47:24,Conductivity Pump,0
MUW,2022-01-12 23:49:04,Conductivity Pump,1
MUW,2022-01-12 23:49:44,pH Pump,1
MUW,2022-01-12 23:50:04,pH Pump,0
MUW,2022-01-12 23:52:04,Conductivity Pump,0
MUW,2022-01-12 23:53:44,pH Pump,1
MUW,2022-01-12 23:54:04,pH Pump,0
MUW,2022-01-11 23:56:09,Conductivity Pump,1
MUW,2022-01-11 23:59:08,Conductivity Pump,0
MUW,2022-01-12 00:07:56,pH Pump,1
MUW,2022-01-12 00:08:16,pH Pump,0
MUW,2022-01-12 00:11:56,pH Pump,1
MUW,2022-01-12 00:12:16,pH Pump,0
MUW,2022-01-12 00:15:55,pH Pump,1
MUW,2022-01-12 00:16:15,pH Pump,0
MUW,2022-01-12 00:18:51,Heat Ex Comp,1
MUW,2022-01-12 00:19:10,Conductivity Pump,1
MUW,2022-01-12 00:19:56,pH Pump,1
MUW,2022-01-12 00:20:15,pH Pump,0
MUW,2022-01-12 00:22:11,Conductivity Pump,0
MUW,2022-01-12 00:23:50,Conductivity Pump,1
MUW,2022-01-12 00:23:55,pH Pump,1
MUW,2022-01-12 00:24:16,pH Pump,0
MUW,2022-01-12 00:26:50,Conductivity Pump,0
MUW,2022-01-12 00:27:56,pH Pump,1
MUW,2022-01-12 00:28:16,pH Pump,0
MUW,2022-01-12 00:28:31,Conductivity Pump,1
MUW,2022-01-12 00:31:30,Conductivity Pump,0
MUW,2022-01-12 00:31:56,pH Pump,1
MUW,2022-01-12 00:32:15,pH Pump,0
MUW,2022-01-12 00:33:11,Conductivity Pump,1
MUW,2022-01-12 00:35:56,pH Pump,1
MUW,2022-01-12 00:36:10,Conductivity Pump,0
MUW,2022-01-12 00:36:15,pH Pump,0
MUW,2022-01-12 00:37:51,Conductivity Pump,1
MUW,2022-01-12 00:40:50,Conductivity Pump,0
MUW,2022-01-12 00:42:30,Conductivity Pump,1
MUW,2022-01-12 00:45:30,Conductivity Pump,0
MUW,2022-01-12 00:47:10,Conductivity Pump,1
MUW,2022-01-12 00:47:30,Conductivity Pump,0
MUW,2022-01-12 00:57:40,Conductivity Pump,1
MUW,2022-01-12 01:00:18,Conductivity Pump,0
MUW,2022-01-12 01:01:58,Conductivity Pump,1
MUW,2022-01-12 01:04:58,Conductivity Pump,0
MUW,2022-01-12 01:06:38,Conductivity Pump,1
MUW,2022-01-12 01:09:38,Conductivity Pump,0
MUW,2022-01-12 01:11:18,Conductivity Pump,1
MUW,2022-01-12 01:13:26,pH Pump,1
MUW,2022-01-12 01:13:46,pH Pump,0
MUW,2022-01-12 01:14:18,Conductivity Pump,0
MUW,2022-01-12 01:16:42,pH Pump,1
MUW,2022-01-12 01:17:02,pH Pump,0
MUW,2022-01-12 01:20:42,pH Pump,1
MUW,2022-01-12 01:21:02,pH Pump,0
MUW,2022-01-12 01:24:42,pH Pump,1
MUW,2022-01-12 01:25:02,pH Pump,0
MUW,2022-01-12 01:28:42,pH Pump,1
MUW,2022-01-12 01:29:02,pH Pump,0
MUW,2022-01-12 01:32:42,pH Pump,1
MUW,2022-01-12 01:32:55,Conductivity Pump,1
MUW,2022-01-12 01:33:02,pH Pump,0
MUW,2022-01-12 01:35:54,Conductivity Pump,0
MUW,2022-01-12 01:36:42,pH Pump,1
MUW,2022-01-12 01:37:02,Conductivity Pump,1
MUW,2022-01-12 01:40:01,Conductivity Pump,0
MUW,2022-01-12 01:41:42,Conductivity Pump,1
MUW,2022-01-12 01:44:41,Conductivity Pump,0
MUW,2022-01-12 02:03:08,Conductivity Pump,1
MUW,2022-01-12 02:05:48,Heat Ex Comp,0
MUW,2022-01-12 02:06:08,Conductivity Pump,0
MUW,2022-01-12 02:07:24,Conductivity Pump,1
MUW,2022-01-12 02:10:24,Conductivity Pump,0
MUW,2022-01-12 02:12:05,Conductivity Pump,1
MUW,2022-01-12 02:14:48,pH Pump,1
MUW,2022-01-12 02:15:05,Conductivity Pump,0
MUW,2022-01-12 02:15:08,pH Pump,0
MUW,2022-01-12 02:16:45,Conductivity Pump,1
MUW,2022-01-12 02:17:28,pH Pump,1
MUW,2022-01-12 02:17:48,pH Pump,0
MUW,2022-01-12 02:19:44,Conductivity Pump,0
MUW,2022-01-12 02:21:25,Conductivity Pump,1
MUW,2022-01-12 02:21:28,pH Pump,1
MUW,2022-01-12 02:21:48,pH Pump,0
MUW,2022-01-12 02:24:24,Conductivity Pump,0
MUW,2022-01-12 02:25:28,pH Pump,1
MUW,2022-01-12 02:25:48,pH Pump,0
MUW,2022-01-12 02:26:05,Conductivity Pump,1
MUW,2022-01-12 02:29:04,Conductivity Pump,0
MUW,2022-01-12 02:29:28,pH Pump,1
MUW,2022-01-12 02:29:48,pH Pump,0
MUW,2022-01-12 02:30:45,Conductivity Pump,1
MUW,2022-01-12 02:31:16,Heat Ex Comp,1
MUW,2022-01-12 02:33:28,pH Pump,1
MUW,2022-01-12 02:33:44,Conductivity Pump,0
MUW,2022-01-12 02:33:48,pH Pump,0
MUW,2022-01-12 02:37:28,pH Pump,1
MUW,2022-01-12 02:37:48,pH Pump,0
MUW,2022-01-12 02:41:28,pH Pump,1
MUW,2022-01-12 02:41:48,pH Pump,0
MUW,2022-01-12 02:45:28,pH Pump,1
MUW,2022-01-12 02:45:29,pH Pump,0
MUW,2022-01-12 02:50:21,Conductivity Pump,1
MUW,2022-01-12 02:53:21,Conductivity Pump,0
MUW,2022-01-12 02:55:01,Conductivity Pump,1
MUW,2022-01-12 02:58:01,Conductivity Pump,0
MUW,2022-01-12 02:59:41,Conductivity Pump,1
MUW,2022-01-12 03:02:41,Conductivity Pump,0
MUW,2022-01-12 03:04:21,Conductivity Pump,1
MUW,2022-01-12 03:04:59,Conductivity Pump,0
MUW,2022-01-12 03:19:05,pH Pump,1
MUW,2022-01-12 03:19:25,pH Pump,0
MUW,2022-01-12 03:20:38,Conductivity Pump,1
MUW,2022-01-12 03:22:56,Conductivity Pump,0
MUW,2022-01-12 03:23:05,pH Pump,1
MUW,2022-01-12 03:23:25,pH Pump,0
MUW,2022-01-12 03:24:36,Conductivity Pump,1
MUW,2022-01-12 03:27:05,pH Pump,1
MUW,2022-01-12 03:27:25,pH Pump,0
MUW,2022-01-12 03:27:36,Conductivity Pump,0
MUW,2022-01-12 03:29:16,Conductivity Pump,1
MUW,2022-01-12 03:31:05,pH Pump,1
MUW,2022-01-12 03:31:25,pH Pump,0
MUW,2022-01-12 03:32:16,Conductivity Pump,0
MUW,2022-01-12 03:33:56,Conductivity Pump,1
MUW,2022-01-12 03:35:05,pH Pump,1
MUW,2022-01-12 03:35:25,pH Pump,0
MUW,2022-01-12 03:36:56,Conductivity Pump,0
MUW,2022-01-12 03:39:05,pH Pump,1
MUW,2022-01-12 03:39:25,pH Pump,0
MUW,2022-01-12 03:43:05,pH Pump,1
MUW,2022-01-12 03:43:25,pH Pump,0
MUW,2022-01-12 03:47:05,pH Pump,1
MUW,2022-01-12 03:47:25,pH Pump,0
MUW,2022-01-12 03:49:40,Heat Ex Comp,0
MUW,2022-01-12 03:51:05,pH Pump,1
MUW,2022-01-12 03:51:25,pH Pump,0
MUW,2022-01-12 03:54:48,Conductivity Pump,1
MUW,2022-01-12 03:57:48,Conductivity Pump,0
MUW,2022-01-12 03:59:28,Conductivity Pump,1
MUW,2022-01-12 04:02:28,Conductivity Pump,0
MUW,2022-01-12 04:04:08,Conductivity Pump,1
MUW,2022-01-12 04:07:08,Conductivity Pump,0
MUW,2022-01-12 04:08:48,Conductivity Pump,1
MUW,2022-01-12 04:11:47,Conductivity Pump,0
MUW,2022-01-12 04:13:28,Conductivity Pump,1
MUW,2022-01-12 04:14:51,Heat Ex Comp,1
MUW,2022-01-12 04:16:28,Conductivity Pump,0
MUW,2022-01-12 04:17:29,pH Pump,1
MUW,2022-01-12 04:17:49,pH Pump,0
MUW,2022-01-12 04:18:08,Conductivity Pump,1
MUW,2022-01-12 04:20:56,pH Pump,1
MUW,2022-01-12 04:21:08,Conductivity Pump,0
MUW,2022-01-12 04:21:16,pH Pump,0
MUW,2022-01-12 04:22:48,Conductivity Pump,1
MUW,2022-01-12 04:24:56,pH Pump,1
MUW,2022-01-12 04:25:16,pH Pump,0
MUW,2022-01-12 04:25:48,Conductivity Pump,0
MUW,2022-01-12 04:28:56,pH Pump,1
MUW,2022-01-12 04:29:16,pH Pump,0
MUW,2022-01-12 04:32:56,pH Pump,1
MUW,2022-01-12 04:33:16,pH Pump,0
MUW,2022-01-12 04:36:56,pH Pump,1
MUW,2022-01-12 04:37:16,pH Pump,0
MUW,2022-01-12 04:40:56,pH Pump,1
MUW,2022-01-12 04:41:16,pH Pump,0
MUW,2022-01-12 04:42:02,Conductivity Pump,1
MUW,2022-01-12 04:45:02,Conductivity Pump,0
MUW,2022-01-12 04:46:42,Conductivity Pump,1
MUW,2022-01-12 04:49:42,Conductivity Pump,0
MUW,2022-01-12 04:51:22,Conductivity Pump,1
MUW,2022-01-12 04:54:22,Conductivity Pump,0
MUW,2022-01-12 04:56:02,Conductivity Pump,1
MUW,2022-01-12 04:57:13,Conductivity Pump,0
MUW,2022-01-12 05:13:06,pH Pump,1
MUW,2022-01-12 05:13:26,pH Pump,0
MUW,2022-01-12 05:16:14,pH Pump,1
MUW,2022-01-12 05:16:34,pH Pump,0
MUW,2022-01-12 05:17:11,Conductivity Pump,1
MUW,2022-01-12 05:19:23,Heat Ex Comp,0
MUW,2022-01-12 05:20:05,Conductivity Pump,0
