Rack_Number,Date,Time,Level,Temperature,pH,Conductivity,Flow
Rack 12,12/1/2021,2:09:25,23.1,26.3,7.64,799,18
Rack 12,12/1/2021,2:10:26,23.1,26.2,7.64,799,17
Rack 12,12/1/2021,2:11:26,23.1,26.3,7.64,800,18
Rack 12,12/1/2021,2:12:25,23.3,26.3,7.64,799,18
Rack 12,12/1/2021,2:13:25,23.2,26.3,7.64,800,17
Rack 12,12/1/2021,2:14:25,23.1,26.3,7.64,798,17
Rack 12,12/1/2021,2:15:26,23.1,26.4,7.64,798,17
Rack 12,12/1/2021,2:16:26,23.2,26.4,7.64,798,18
Rack 12,12/1/2021,2:17:26,23.1,26.4,7.64,796,17
Rack 12,12/1/2021,2:18:25,23.2,26.4,7.64,800,17
Rack 12,12/1/2021,2:19:25,23.1,26.4,7.64,801,17
Rack 12,12/1/2021,2:20:26,23.1,26.4,7.64,799,17
Rack 12,12/1/2021,2:21:26,23.1,26.4,7.64,799,17
Rack 12,12/1/2021,2:22:26,23.1,26.4,7.64,799,17
Rack 12,12/1/2021,2:23:25,23.2,26.4,7.64,801,17
Rack 12,12/1/2021,2:24:26,23.2,26.4,7.63,799,18
Rack 12,12/1/2021,2:25:26,23.2,26.4,7.64,799,17
Rack 12,12/1/2021,2:26:26,23.1,26.4,7.64,801,17
Rack 12,12/1/2021,2:27:26,23.2,26.5,7.64,799,17
Rack 12,12/1/2021,2:28:26,23.3,26.2,7.64,798,17
Rack 12,12/1/2021,2:29:26,23.1,26,7.64,798,18
Rack 12,12/1/2021,2:30:26,23.1,25.9,7.64,797,17
Rack 12,12/1/2021,2:31:26,23.2,26.1,7.64,797,17
Rack 12,12/1/2021,2:32:26,23.2,26.2,7.67,800,17
Rack 12,12/1/2021,2:33:26,23.3,26.2,7.64,799,17
Rack 12,12/1/2021,2:34:26,23.3,26.3,7.64,799,17
Rack 12,12/1/2021,2:35:26,23.2,26.3,7.64,798,17
Rack 12,12/1/2021,2:36:26,23.2,26.3,7.64,798,17
Rack 12,12/1/2021,2:37:26,23.2,26.3,7.64,798,18
Rack 12,12/1/2021,2:38:26,23.2,26.3,7.64,798,18
Rack 12,12/1/2021,2:39:26,23.2,26.3,7.64,799,18
Rack 12,12/1/2021,2:40:26,23.3,26.3,7.64,800,17
Rack 12,12/1/2021,2:41:26,23.2,26.3,7.64,800,18
Rack 12,12/1/2021,2:42:26,23.2,26.4,7.64,799,17
Rack 12,12/1/2021,2:43:26,23.3,26.4,7.64,799,17
Rack 12,12/1/2021,2:44:26,23.2,26.4,7.64,800,18
Rack 12,12/1/2021,2:45:26,23.3,26.4,7.64,799,17
Rack 12,12/1/2021,2:46:26,23.2,26.4,7.64,799,18
Rack 12,12/1/2021,2:47:26,23.2,26.4,7.64,800,18
Rack 12,12/1/2021,2:48:26,23.2,26.4,7.64,801,18
Rack 12,12/1/2021,2:49:26,23.2,26.4,7.64,800,17
Rack 12,12/1/2021,2:50:26,23.2,26.4,7.64,799,17
Rack 12,12/1/2021,2:51:26,23.3,26.1,7.64,799,17
Rack 12,12/1/2021,2:52:26,23.2,26,7.64,796,17
Rack 12,12/1/2021,2:53:26,23.2,26,7.64,795,18
Rack 12,12/1/2021,2:54:26,23.3,26.1,7.64,798,17
Rack 12,12/1/2021,2:55:26,23.2,26.2,7.64,800,17
Rack 12,12/1/2021,2:56:27,23.2,26.2,7.64,799,17
Rack 12,12/1/2021,2:57:26,23.2,26.2,7.64,799,17
Rack 12,12/1/2021,2:58:26,23.2,26.3,7.64,798,17
Rack 12,12/1/2021,2:59:26,23.2,26.3,7.64,798,18
Rack 12,12/1/2021,3:00:26,23.2,26.3,7.64,798,17
Rack 12,12/1/2021,3:01:26,23.2,26.3,7.64,799,18
Rack 12,12/1/2021,3:02:27,23.3,26.3,7.64,800,17
Rack 12,12/1/2021,3:03:26,23.2,26.3,7.64,799,17
Rack 12,12/1/2021,3:04:26,23.2,26.3,7.64,800,18
Rack 12,12/1/2021,3:05:26,23.3,26.3,7.64,800,18
Rack 12,12/1/2021,3:06:27,23.2,26.3,7.64,799,17
Rack 12,12/1/2021,3:07:27,23.2,26.3,7.64,800,18
Rack 12,12/1/2021,3:08:26,23.3,26.4,7.64,799,17
Rack 12,12/1/2021,3:09:26,23.2,26.4,7.64,799,18
Rack 12,12/1/2021,3:10:26,23.2,26.4,7.64,798,18
Rack 12,12/1/2021,3:11:27,23.3,26.4,7.64,801,17
Rack 12,12/1/2021,3:12:27,23.2,26.4,7.64,800,18
Rack 12,12/1/2021,3:13:26,23.2,26.4,7.64,799,17
Rack 12,12/1/2021,3:14:26,23.2,26.4,7.64,801,17
Rack 12,12/1/2021,3:15:27,23.2,26.4,7.64,799,18
Rack 12,12/1/2021,3:16:27,23.2,26.4,7.64,799,17
Rack 12,12/1/2021,3:17:27,23.2,26.3,7.64,799,18
Rack 12,12/1/2021,3:18:26,23.3,26.1,7.64,798,17
Rack 12,12/1/2021,3:19:27,23.2,25.9,7.64,796,18
Rack 12,12/1/2021,3:20:27,23.2,26,7.67,797,17
Rack 12,12/1/2021,3:21:27,23.2,26.1,7.66,798,18
Rack 12,12/1/2021,3:22:27,23.2,26.2,7.67,799,18
Rack 12,12/1/2021,3:23:27,22.8,26.2,7.66,798,17
Rack 12,12/1/2021,3:24:27,22.6,26.3,7.66,799,17
Rack 12,12/1/2021,3:25:27,22.5,26.3,7.67,799,17
Rack 12,12/1/2021,3:26:27,22.4,26.3,7.66,799,17
Rack 12,12/1/2021,3:27:27,22.3,26.3,7.64,800,18
Rack 12,12/1/2021,3:28:27,22.3,26.3,7.67,798,17
Rack 12,12/1/2021,3:29:27,22.2,26.3,7.67,797,17
Rack 12,12/1/2021,3:30:27,22.2,26.3,7.64,798,17
Rack 12,12/1/2021,3:31:27,22.4,26.3,7.67,797,17
Rack 12,12/1/2021,3:32:27,22.7,26.3,7.67,797,17
Rack 12,12/1/2021,3:33:27,22.8,26.3,7.66,797,17
Rack 12,12/1/2021,3:34:27,22.9,26.3,7.64,797,18
Rack 12,12/1/2021,3:35:27,22.9,26.3,7.64,797,18
Rack 12,12/1/2021,3:36:27,23,26.3,7.64,797,18
Rack 12,12/1/2021,3:37:27,23,26.3,7.64,797,17
Rack 12,12/1/2021,3:38:27,23,26.3,7.64,797,17
Rack 12,12/1/2021,3:39:27,23.1,26.4,7.64,797,17
Rack 12,12/1/2021,3:40:27,23.1,26.4,7.64,797,17
Rack 12,12/1/2021,3:41:27,23.1,26.4,7.64,797,18
Rack 12,12/1/2021,3:42:27,23.1,26.4,7.64,797,17
Rack 12,12/1/2021,3:43:27,23.1,26.4,7.64,797,17
Rack 12,12/1/2021,3:44:27,23.1,26.4,7.64,797,17
Rack 12,12/1/2021,3:45:27,23,26.4,7.64,798,17
Rack 12,12/1/2021,3:46:27,23.1,26.4,7.64,796,18
Rack 12,12/1/2021,3:47:27,23.1,26.4,7.64,797,17
Rack 12,12/1/2021,3:48:27,23.1,26.4,7.64,797,17
Rack 12,12/1/2021,3:49:27,23.1,26.4,7.64,795,18
Rack 12,12/1/2021,3:50:28,23.1,26.4,7.64,797,17
Rack 12,12/1/2021,3:51:27,23.1,26.2,7.64,797,17
Rack 12,12/1/2021,3:52:27,23.1,26,7.64,794,17
Rack 12,12/1/2021,3:53:27,23.1,25.9,7.64,794,17
Rack 12,12/1/2021,3:54:27,23.1,26.1,7.64,795,18
Rack 12,12/1/2021,3:55:28,23.1,26.2,7.64,797,17
Rack 12,12/1/2021,3:56:27,23.2,26.2,7.64,797,17
Rack 12,12/1/2021,3:57:27,23.1,26.3,7.64,798,17
Rack 12,12/1/2021,3:58:27,23.2,26.3,7.64,798,18
Rack 12,12/1/2021,3:59:27,23.2,26.3,7.64,798,18
Rack 12,12/1/2021,4:00:28,23.2,26.3,7.64,797,17
Rack 12,12/1/2021,4:01:28,23.2,26.3,7.64,797,17
Rack 12,12/1/2021,4:02:28,23.2,26.4,7.64,798,17
Rack 12,12/1/2021,4:03:27,23.2,26.4,7.64,797,17
Rack 12,12/1/2021,4:04:27,23.2,26.4,7.64,797,17
Rack 12,12/1/2021,4:05:28,23.2,26.4,7.64,797,17
Rack 12,12/1/2021,4:06:28,23.3,26.4,7.64,797,17
Rack 12,12/1/2021,4:07:28,23.1,26.4,7.64,802,17
Rack 12,12/1/2021,4:08:27,23.2,26.4,7.64,805,17
Rack 12,12/1/2021,4:09:28,23.2,26.4,7.64,804,17
Rack 12,12/1/2021,4:10:28,23.2,26.4,7.64,803,17
Rack 12,12/1/2021,4:11:28,23.2,26.4,7.64,802,17
Rack 12,12/1/2021,4:12:28,23.2,26.3,7.64,801,18
Rack 12,12/1/2021,4:13:28,23.2,26.1,7.64,798,17
Rack 12,12/1/2021,4:14:28,23.3,25.9,7.64,799,17
Rack 12,12/1/2021,4:15:28,23.2,26,7.64,799,17
Rack 12,12/1/2021,4:16:28,23.2,26.1,7.64,800,17
Rack 12,12/1/2021,4:17:28,23.2,26.2,7.64,800,17
Rack 12,12/1/2021,4:18:28,23.2,26.2,7.64,802,17
Rack 12,12/1/2021,4:19:28,23.4,26.2,7.64,801,18
Rack 12,12/1/2021,4:20:28,23.4,26.3,7.64,801,17
Rack 12,12/1/2021,4:21:28,23.4,26.3,7.64,801,18
Rack 12,12/1/2021,4:22:28,23.4,26.3,7.64,801,17
Rack 12,12/1/2021,4:23:28,23.4,26.3,7.64,800,17
Rack 12,12/1/2021,4:24:28,23.4,26.3,7.64,801,18
Rack 12,12/1/2021,4:25:28,23.4,26.4,7.64,801,17
Rack 12,12/1/2021,4:26:28,23.4,26.4,7.61,802,18
Rack 12,12/1/2021,4:27:28,23.4,26.4,7.64,801,17
Rack 12,12/1/2021,4:28:28,23.4,26.4,7.64,789,17
Rack 12,12/1/2021,4:29:28,23.4,26.4,7.61,802,17
Rack 12,12/1/2021,4:30:28,23.4,26.4,7.61,808,17
Rack 12,12/1/2021,4:31:28,23.3,26.4,7.61,808,17
Rack 12,12/1/2021,4:32:28,23.4,26.4,7.61,808,17
Rack 12,12/1/2021,4:33:28,23.4,26.4,7.61,807,17
Rack 12,12/1/2021,4:34:28,23.4,26.2,7.64,805,18
Rack 12,12/1/2021,4:35:28,23.4,26,7.64,802,17
Rack 12,12/1/2021,4:36:28,23.4,26,7.64,800,17
Rack 12,12/1/2021,4:37:28,23.4,26.1,7.64,803,18
Rack 12,12/1/2021,4:38:28,23.4,26.1,7.64,803,17
Rack 12,12/1/2021,4:39:28,23.4,26.2,7.64,803,17
Rack 12,12/1/2021,4:40:28,23.4,26.2,7.64,802,17
Rack 12,12/1/2021,4:41:28,23.4,26.3,7.64,803,18
Rack 12,12/1/2021,4:42:28,23.4,26.3,7.64,802,17
Rack 12,12/1/2021,4:43:28,23.4,26.3,7.64,803,17
Rack 12,12/1/2021,4:44:28,23.4,26.3,7.64,802,18
Rack 12,12/1/2021,4:45:28,23.4,26.3,7.64,802,18
Rack 12,12/1/2021,4:46:28,23.4,26.3,7.64,803,17
Rack 12,12/1/2021,4:47:28,23.4,26.3,7.64,803,17
Rack 12,12/1/2021,4:48:28,23.4,26.4,7.64,803,17
Rack 12,12/1/2021,4:49:28,23.4,26.3,7.64,803,17
Rack 12,12/1/2021,4:50:29,23.4,26.4,7.64,803,18
Rack 12,12/1/2021,4:51:29,23.4,26.4,7.64,802,17
Rack 12,12/1/2021,4:52:28,23.4,26.4,7.64,803,17
Rack 12,12/1/2021,4:53:28,23.4,26.4,7.64,804,17
Rack 12,12/1/2021,4:54:29,23.4,26.4,7.64,803,17
Rack 12,12/1/2021,4:55:29,23.4,26.4,7.64,803,18
Rack 12,12/1/2021,4:56:29,23.4,26.4,7.64,805,17
Rack 12,12/1/2021,4:57:28,23.4,26.4,7.64,803,17
Rack 12,12/1/2021,4:58:29,23.4,26.4,7.61,803,17
Rack 12,12/1/2021,4:59:29,23.4,26.5,7.64,804,17
Rack 12,12/1/2021,5:00:29,23.4,26.4,7.64,803,18
Rack 12,12/1/2021,5:01:29,23.4,26.2,7.64,802,17
Rack 12,12/1/2021,5:02:28,23.3,26,7.64,801,17
Rack 12,12/1/2021,5:03:29,23,25.9,7.64,803,18
Rack 12,12/1/2021,5:04:29,22.6,26.1,7.64,802,17
Rack 12,12/1/2021,5:05:29,22.5,26.1,7.64,802,17
Rack 12,12/1/2021,5:06:29,22.4,26.2,7.64,802,17
Rack 12,12/1/2021,5:07:29,22.2,26.2,7.64,803,17
Rack 12,12/1/2021,5:08:29,22.2,26.2,7.64,802,17
Rack 12,12/1/2021,5:09:29,22.2,26.2,7.64,803,17
Rack 12,12/1/2021,5:10:29,22.3,26.2,7.64,801,17
Rack 12,12/1/2021,5:11:29,22.5,26.2,7.64,799,17
Rack 12,12/1/2021,5:12:29,22.7,26.3,7.64,799,18
Rack 12,12/1/2021,5:13:29,22.8,26.3,7.64,800,17
Rack 12,12/1/2021,5:14:29,22.9,26.3,7.64,799,17
Rack 12,12/1/2021,5:15:29,23,26.3,7.64,800,17
Rack 12,12/1/2021,5:16:29,23,26.3,7.64,800,17
Rack 12,12/1/2021,5:17:29,23,26.3,7.64,802,17
Rack 12,12/1/2021,5:18:29,23,26.3,7.64,801,18
Rack 12,12/1/2021,5:19:29,23.1,26.3,7.64,801,17
Rack 12,12/1/2021,5:20:29,23,26.3,7.61,801,17
Rack 12,12/1/2021,5:21:29,23.1,26.3,7.61,801,17
Rack 12,12/1/2021,5:22:29,23.1,26.4,7.64,801,18
Rack 12,12/1/2021,5:23:29,23.1,26.4,7.61,801,17
Rack 12,12/1/2021,5:24:29,23.2,26.4,7.61,801,17
Rack 12,12/1/2021,5:25:29,23.1,26.4,7.64,801,18
Rack 12,12/1/2021,5:26:29,23.2,26.4,7.61,800,18
Rack 12,12/1/2021,5:27:29,23.1,26.4,7.61,801,18
Rack 12,12/1/2021,5:28:29,23.1,26.4,7.64,801,18
Rack 12,12/1/2021,5:29:29,23.2,26.4,7.61,801,17
Rack 12,12/1/2021,5:30:29,23.1,26.4,7.61,801,17
Rack 12,12/1/2021,5:31:29,23.1,26.4,7.61,801,17
Rack 12,12/1/2021,5:32:29,23.2,26.2,7.61,799,17
Rack 12,12/1/2021,5:33:29,23.3,26,7.63,798,17
Rack 12,12/1/2021,5:34:29,23.3,26,7.64,798,17
Rack 12,12/1/2021,5:35:29,23.3,26.1,7.64,799,18
Rack 12,12/1/2021,5:36:29,23.3,26.2,7.64,799,17
Rack 12,12/1/2021,5:37:29,23.3,26.2,7.64,799,18
Rack 12,12/1/2021,5:38:29,23.3,26.3,7.64,799,18
Rack 12,12/1/2021,5:39:29,23.3,26.3,7.64,802,18
Rack 12,12/1/2021,5:40:30,23.3,26.3,7.64,801,18
Rack 12,12/1/2021,5:41:30,23.3,26.3,7.61,802,18
Rack 12,12/1/2021,5:42:29,23.3,26.3,7.64,801,17
Rack 12,12/1/2021,5:43:29,23.3,26.3,7.64,801,17
Rack 12,12/1/2021,5:44:29,23.3,26.3,7.61,801,17
Rack 12,12/1/2021,5:45:30,23.3,26.4,7.61,801,17
Rack 12,12/1/2021,5:46:30,23.3,26.4,7.64,801,17
Rack 12,12/1/2021,5:47:30,23.3,26.4,7.62,801,17
Rack 12,12/1/2021,5:48:29,23.3,26.4,7.64,801,17
Rack 12,12/1/2021,5:49:29,23.3,26.4,7.61,801,18
Rack 12,12/1/2021,5:50:30,23.3,26.4,7.61,802,17
Rack 12,12/1/2021,5:51:30,23.3,26.4,7.61,802,18
Rack 12,12/1/2021,5:52:30,23.3,26.4,7.61,801,17
Rack 12,12/1/2021,5:53:29,23.3,26.4,7.61,799,17
Rack 12,12/1/2021,5:54:30,23.3,26.4,7.61,801,18
Rack 12,12/1/2021,5:55:30,23.3,26.4,7.61,801,17
Rack 12,12/1/2021,5:56:30,23.3,26.2,7.61,801,18
Rack 12,12/1/2021,5:57:30,23.3,26,7.64,798,18
Rack 12,12/1/2021,5:58:29,23.3,25.9,7.64,798,17
Rack 12,12/1/2021,5:59:30,23.3,26.1,7.64,799,17
Rack 12,12/1/2021,6:00:30,23.2,26.2,7.64,801,18
Rack 12,12/1/2021,6:01:30,23.2,26.2,7.64,801,17
Rack 12,12/1/2021,6:02:30,23.3,26.3,7.61,801,18
Rack 12,12/1/2021,6:03:30,23.3,26.3,7.61,802,17
Rack 12,12/1/2021,6:04:30,23.3,26.3,7.61,801,17
Rack 12,12/1/2021,6:05:30,23.3,26.3,7.61,801,18
Rack 12,12/1/2021,6:06:30,23.3,26.3,7.61,801,18
Rack 12,12/1/2021,6:07:30,23.3,26.3,7.61,802,17
Rack 12,12/1/2021,6:08:30,23.3,26.4,7.61,801,16
Rack 12,12/1/2021,6:09:30,23.3,26.4,7.61,801,18
Rack 12,12/1/2021,6:10:30,23.3,26.4,7.61,801,17
Rack 12,12/1/2021,6:11:30,23.2,26.4,7.61,801,17
Rack 12,12/1/2021,6:12:30,23.3,26.4,7.61,801,17
Rack 12,12/1/2021,6:13:30,23.3,26.4,7.61,801,18
Rack 12,12/1/2021,6:14:30,23.3,26.4,7.61,801,18
Rack 12,12/1/2021,6:15:30,23.3,26.4,7.61,802,18
Rack 12,12/1/2021,6:16:30,23.3,26.4,7.61,801,18
Rack 12,12/1/2021,6:17:30,23.3,26.4,7.61,801,17
Rack 12,12/1/2021,6:18:30,23.3,26.4,7.61,801,18
Rack 12,12/1/2021,6:19:30,23.3,26.4,7.61,801,17
Rack 12,12/1/2021,6:20:30,23.3,26.4,7.61,800,17
Rack 12,12/1/2021,6:21:30,23.3,26.4,7.61,801,17
Rack 12,12/1/2021,6:22:30,23.3,26.1,7.61,799,17
Rack 12,12/1/2021,6:23:30,23.3,26,7.64,798,17
Rack 12,12/1/2021,6:24:30,23.4,26,7.64,798,17
Rack 12,12/1/2021,6:25:30,23.3,26.1,7.64,799,17
Rack 12,12/1/2021,6:26:31,23.3,26.2,7.64,801,17
Rack 12,12/1/2021,6:27:30,23.3,26.2,7.64,801,17
Rack 12,12/1/2021,6:28:30,23.3,26.3,7.64,801,17
Rack 12,12/1/2021,6:29:30,23.3,26.3,7.64,802,17
Rack 12,12/1/2021,6:30:30,23.3,26.3,7.64,801,18
Rack 12,12/1/2021,6:31:30,23.3,26.3,7.61,801,17
Rack 12,12/1/2021,6:32:31,23.3,26.3,7.64,801,17
Rack 12,12/1/2021,6:33:30,23.2,26.3,7.61,801,17
Rack 12,12/1/2021,6:34:30,23.3,26.3,7.61,801,18
Rack 12,12/1/2021,6:35:30,23.3,26.3,7.61,801,17
Rack 12,12/1/2021,6:36:31,23.3,26.4,7.61,802,17
Rack 12,12/1/2021,6:37:31,23.3,26.4,7.61,801,18
Rack 12,12/1/2021,6:38:30,23.3,26.4,7.61,801,17
Rack 12,12/1/2021,6:39:30,23.3,26.4,7.61,801,18
Rack 12,12/1/2021,6:40:31,23.3,26.4,7.61,801,17
Rack 12,12/1/2021,6:41:31,23.3,26.4,7.61,801,18
Rack 12,12/1/2021,6:42:31,23.2,26.4,7.61,801,18
Rack 12,12/1/2021,6:43:30,23,26.4,7.61,801,17
Rack 12,12/1/2021,6:44:30,22.7,26.4,7.61,799,17
Rack 12,12/1/2021,6:45:31,22.4,26.4,7.61,801,17
Rack 12,12/1/2021,6:46:31,22.3,26.4,7.61,800,17
Rack 12,12/1/2021,6:47:31,22.3,26.4,7.61,799,17
Rack 12,12/1/2021,6:48:31,22.2,26.4,7.61,798,17
Rack 12,12/1/2021,6:49:31,22.3,26.4,7.61,798,18
Rack 12,12/1/2021,6:50:31,22.2,26.4,7.64,798,17
Rack 12,12/1/2021,6:51:31,22.4,26.4,7.64,797,17
Rack 12,12/1/2021,6:52:31,22.7,26.4,7.61,798,17
Rack 12,12/1/2021,6:53:31,22.9,26.4,7.61,798,18
Rack 12,12/1/2021,6:54:31,23,26.4,7.61,798,17
Rack 12,12/1/2021,6:55:31,22.9,26.4,7.61,798,18
Rack 12,12/1/2021,6:56:31,22.9,26.4,7.61,798,17
Rack 12,12/1/2021,6:57:31,23,26.4,7.61,798,17
Rack 12,12/1/2021,6:58:31,23.1,26.3,7.61,797,17
Rack 12,12/1/2021,6:59:31,23.1,26,7.61,795,18
Rack 12,12/1/2021,7:00:31,23.1,25.9,7.64,795,17
Rack 12,12/1/2021,7:01:31,23.1,26,7.64,796,17
Rack 12,12/1/2021,7:02:31,23,26.1,7.64,797,18
Rack 12,12/1/2021,7:03:31,23,26.2,7.64,798,18
Rack 12,12/1/2021,7:04:31,23,26.3,7.64,799,18
Rack 12,12/1/2021,7:05:31,23,26.3,7.61,799,17
Rack 12,12/1/2021,7:06:31,23.1,26.3,7.61,799,18
Rack 12,12/1/2021,7:07:31,23.1,26.3,7.61,798,17
Rack 12,12/1/2021,7:08:31,23.3,26.3,7.61,798,17
Rack 12,12/1/2021,7:09:31,23.3,26.3,7.61,801,17
Rack 12,12/1/2021,7:10:31,23.2,26.4,7.61,798,17
Rack 12,12/1/2021,7:11:31,23.3,26.4,7.61,799,18
Rack 12,12/1/2021,7:12:31,23.3,26.4,7.61,798,18
Rack 12,12/1/2021,7:13:31,23.3,26.4,7.61,799,18
Rack 12,12/1/2021,7:14:31,23.3,26.4,7.61,798,17
Rack 12,12/1/2021,7:15:31,23.3,26.4,7.61,798,17
Rack 12,12/1/2021,7:16:31,23.3,26.4,7.61,798,17
Rack 12,12/1/2021,7:17:31,23.3,26.4,7.61,800,17
Rack 12,12/1/2021,7:18:31,23.2,26.2,7.61,798,17
Rack 12,12/1/2021,7:19:31,23.3,26,7.61,797,17
Rack 12,12/1/2021,7:20:31,23.3,25.9,7.64,797,17
Rack 12,12/1/2021,7:21:31,23.3,26.1,7.64,797,17
Rack 12,12/1/2021,7:22:31,23.3,26.1,7.64,799,18
Rack 12,12/1/2021,7:23:31,23.3,26.2,7.64,798,17
Rack 12,12/1/2021,7:24:31,23.3,26.2,7.61,799,18
Rack 12,12/1/2021,7:25:31,23.3,26.3,7.61,799,18
Rack 12,12/1/2021,7:26:31,23.3,26.3,7.61,799,18
Rack 12,12/1/2021,7:27:32,23.3,26.3,7.61,798,17
Rack 12,12/1/2021,7:28:31,23.3,26.3,7.61,799,18
Rack 12,12/1/2021,7:29:31,23.3,26.3,7.61,798,17
Rack 12,12/1/2021,7:30:31,23.2,26.3,7.61,799,18
Rack 12,12/1/2021,7:31:32,23.2,26.3,7.61,798,18
Rack 12,12/1/2021,7:32:31,23.3,26.3,7.61,799,17
Rack 12,12/1/2021,7:33:31,23.3,26.3,7.61,801,17
Rack 12,12/1/2021,7:34:32,23.3,26.4,7.61,798,17
Rack 12,12/1/2021,7:35:31,23.3,26.4,7.61,798,17
Rack 12,12/1/2021,7:36:31,23.3,26.4,7.61,799,17
Rack 12,12/1/2021,7:37:32,23.2,26.4,7.61,799,17
Rack 12,12/1/2021,7:38:32,23.3,26.4,7.61,799,18
Rack 12,12/1/2021,7:39:31,23.3,26.4,7.61,798,17
Rack 12,12/1/2021,7:40:32,23.3,26.4,7.58,799,17
Rack 12,12/1/2021,7:41:32,23.3,26.4,7.58,799,17
Rack 12,12/1/2021,7:42:32,23.3,26.4,7.58,798,17
Rack 12,12/1/2021,7:43:31,23.3,26.4,7.58,801,17
Rack 12,12/1/2021,7:44:32,23.3,26.2,7.58,798,17
Rack 12,12/1/2021,7:45:32,23.3,26,7.58,797,17
Rack 12,12/1/2021,7:46:32,23.3,25.9,7.58,797,17
Rack 12,12/1/2021,7:47:32,23.3,26.1,7.58,797,17
Rack 12,12/1/2021,7:48:32,23.3,26.2,7.58,798,17
Rack 12,12/1/2021,7:49:32,23.3,26.2,7.58,799,17
Rack 12,12/1/2021,7:50:32,23.3,26.3,7.58,799,18
Rack 12,12/1/2021,7:51:32,23.3,26.3,7.58,800,18
Rack 12,12/1/2021,7:52:32,23.3,26.3,7.58,799,17
Rack 12,12/1/2021,7:53:32,23.3,26.3,7.58,799,17
Rack 12,12/1/2021,7:54:32,23.3,26.3,7.58,801,17
Rack 12,12/1/2021,7:55:32,23.3,26.3,7.58,799,17
Rack 12,12/1/2021,7:56:32,23.3,26.4,7.58,799,17
Rack 12,12/1/2021,7:57:32,23.3,26.4,7.58,799,17
Rack 12,12/1/2021,7:58:32,23.3,26.4,7.58,798,17
Rack 12,12/1/2021,7:59:32,23.3,26.4,7.58,799,18
Rack 12,12/1/2021,8:00:32,23.3,26.4,7.58,799,18
Rack 12,12/1/2021,8:01:32,23.3,26.4,7.58,798,18
Rack 12,12/1/2021,8:02:32,23.3,26.4,7.58,798,17
Rack 12,12/1/2021,8:03:32,23.3,26.4,7.58,799,17
Rack 12,12/1/2021,8:04:32,23.2,26.4,7.58,799,17
Rack 12,12/1/2021,8:05:32,23.1,26.4,7.59,799,18
Rack 12,12/1/2021,8:06:32,23.2,26.4,7.58,800,18
Rack 12,12/1/2021,8:07:32,23.2,26.4,7.58,800,17
Rack 12,12/1/2021,8:08:32,23.3,26.4,7.58,800,17
Rack 12,12/1/2021,8:09:32,23.3,26.5,7.59,801,17
Rack 12,12/1/2021,8:10:32,23.3,26.3,7.61,801,17
Rack 12,12/1/2021,8:11:32,23.3,26.1,7.61,800,18
Rack 12,12/1/2021,8:12:32,23.3,25.9,7.61,800,17
Rack 12,12/1/2021,8:13:32,23.3,26,7.64,798,17
Rack 12,12/1/2021,8:14:32,23.3,26.1,7.64,801,17
Rack 12,12/1/2021,8:15:32,23.3,26.2,7.64,801,17
Rack 12,12/1/2021,8:16:32,23.4,26.2,7.64,803,17
Rack 12,12/1/2021,8:17:32,23.3,26.3,7.64,802,18
Rack 12,12/1/2021,8:18:32,23.3,26.3,7.64,803,18
Rack 12,12/1/2021,8:19:32,23.3,26.3,7.64,802,17
Rack 12,12/1/2021,8:20:32,23.3,26.3,7.64,803,17
Rack 12,12/1/2021,8:21:33,23.2,26.4,7.64,804,17
Rack 12,12/1/2021,8:22:32,23.1,26.4,7.64,803,18
Rack 12,12/1/2021,8:23:33,22.8,26.4,7.64,803,17
Rack 12,12/1/2021,8:24:32,22.6,26.4,7.64,803,17
Rack 12,12/1/2021,8:25:32,22.5,26.4,7.67,803,17
Rack 12,12/1/2021,8:26:33,22.4,26.3,7.67,803,18
Rack 12,12/1/2021,8:27:33,22.3,26.3,7.67,801,18
Rack 12,12/1/2021,8:28:32,22.3,26.3,7.66,801,18
Rack 12,12/1/2021,8:29:33,22.3,26.3,7.67,799,18
Rack 12,12/1/2021,8:30:33,22.2,26.3,7.66,799,17
Rack 12,12/1/2021,8:31:32,22.4,26.3,7.64,798,17
Rack 12,12/1/2021,8:32:33,22.8,26.3,7.64,800,17
Rack 12,12/1/2021,8:33:33,23.3,26.4,7.66,799,18
Rack 12,12/1/2021,8:34:33,23.4,26.4,7.67,799,18
Rack 12,12/1/2021,8:35:32,23.5,26.4,7.67,799,17
Rack 12,12/1/2021,8:36:33,23.5,26.4,7.66,799,18
Rack 12,12/1/2021,8:37:33,23.5,26.4,7.67,801,18
Rack 12,12/1/2021,8:38:33,23.5,26.4,7.67,799,17
Rack 12,12/1/2021,8:39:33,23.5,26.5,7.69,799,18
Rack 12,12/1/2021,8:40:33,23.5,26.2,7.69,799,17
Rack 12,12/1/2021,8:41:33,23.6,26,7.69,798,17
Rack 12,12/1/2021,8:42:33,23.5,25.9,7.69,798,17
Rack 12,12/1/2021,8:43:33,23.6,26,7.69,798,17
Rack 12,12/1/2021,8:44:33,23.6,26.1,7.69,798,18
Rack 12,12/1/2021,8:45:33,23.5,26.2,7.69,799,17
Rack 12,12/1/2021,8:46:33,23.6,26.2,7.69,800,17
Rack 12,12/1/2021,8:47:33,23.6,26.2,7.69,801,17
Rack 12,12/1/2021,8:48:33,23.6,26.3,7.69,801,17
Rack 12,12/1/2021,8:49:33,23.5,26.3,7.69,803,18
