Rack_Number,Date,Time,Month,Year,Level,Temperature,pH,Conductivity,Flow
Rack 6,10/31/2021,19:51:37,2021-10,2021,8.8,23.4,7.65,829,14
Rack 6,10/31/2021,19:52:37,2021-10,2021,8.8,23.4,7.65,829,14
Rack 6,10/31/2021,19:53:37,2021-10,2021,8.8,23.4,7.65,827,14
Rack 6,10/31/2021,19:54:37,2021-10,2021,8.7,23.4,7.65,829,14
Rack 6,10/31/2021,19:55:37,2021-10,2021,8.8,23.2,7.65,827,14
Rack 6,10/31/2021,19:56:37,2021-10,2021,8.8,23,7.67,827,15
Rack 6,10/31/2021,19:57:37,2021-10,2021,8.8,23,7.65,826,14
Rack 6,10/31/2021,19:58:37,2021-10,2021,8.9,23.1,7.65,826,14
Rack 6,10/31/2021,19:59:37,2021-10,2021,8.9,23.2,7.65,826,14
Rack 6,10/31/2021,20:00:37,2021-10,2021,8.9,23.3,7.65,827,14
Rack 6,10/31/2021,20:01:37,2021-10,2021,8.9,23.3,7.65,826,14
Rack 6,10/31/2021,20:02:37,2021-10,2021,8.9,23.4,7.65,826,14
Rack 6,10/31/2021,20:03:37,2021-10,2021,9,23.4,7.65,827,15
Rack 6,10/31/2021,20:04:37,2021-10,2021,8.9,23.4,7.65,826,14
Rack 6,10/31/2021,20:05:37,2021-10,2021,8.9,23.4,7.65,827,14
Rack 6,10/31/2021,20:06:37,2021-10,2021,8.9,23.4,7.65,827,14
Rack 6,10/31/2021,20:07:37,2021-10,2021,8.9,23.4,7.65,827,14
Rack 6,10/31/2021,20:08:37,2021-10,2021,8.9,23.5,7.65,827,14
Rack 6,10/31/2021,20:09:37,2021-10,2021,8.9,23.4,7.65,826,14
Rack 6,10/31/2021,20:10:37,2021-10,2021,8.9,23.2,7.67,827,14
Rack 6,10/31/2021,20:11:37,2021-10,2021,8.9,23,7.67,826,14
Rack 6,10/31/2021,20:12:37,2021-10,2021,8.9,23,7.65,826,14
Rack 6,10/31/2021,20:13:37,2021-10,2021,8.9,23.1,7.65,826,14
Rack 6,10/31/2021,20:14:38,2021-10,2021,8.9,23.2,7.65,824,14
Rack 6,10/31/2021,20:15:37,2021-10,2021,8.9,23.3,7.64,826,15
Rack 6,10/31/2021,20:16:37,2021-10,2021,8.9,23.3,7.65,826,14
Rack 6,10/31/2021,20:17:37,2021-10,2021,8.9,23.4,7.65,826,14
Rack 6,10/31/2021,20:18:38,2021-10,2021,8.9,23.4,7.65,826,14
Rack 6,10/31/2021,20:19:37,2021-10,2021,8.9,23.4,7.65,827,14
Rack 6,10/31/2021,20:20:37,2021-10,2021,8.9,23.4,7.65,826,14
Rack 6,10/31/2021,20:21:38,2021-10,2021,8.9,23.4,7.65,827,14
Rack 6,10/31/2021,20:22:38,2021-10,2021,8.9,23.4,7.65,826,14
Rack 6,10/31/2021,20:23:37,2021-10,2021,9,23.4,7.65,827,14
Rack 6,10/31/2021,20:24:37,2021-10,2021,8.9,23.2,7.65,827,14
Rack 6,10/31/2021,20:25:38,2021-10,2021,9,23,7.65,826,14
Rack 6,10/31/2021,20:26:38,2021-10,2021,9,23,7.65,826,14
Rack 6,10/31/2021,20:27:37,2021-10,2021,8.9,23.1,7.65,825,14
Rack 6,10/31/2021,20:28:38,2021-10,2021,8.9,23.2,7.65,827,14
Rack 6,10/31/2021,20:29:38,2021-10,2021,8.9,23.3,7.65,826,14
Rack 6,10/31/2021,20:30:38,2021-10,2021,8.9,23.3,7.65,826,14
Rack 6,10/31/2021,20:31:37,2021-10,2021,9,23.4,7.65,827,14
Rack 6,10/31/2021,20:32:38,2021-10,2021,8.9,23.4,7.65,826,14
Rack 6,10/31/2021,20:33:38,2021-10,2021,8.9,23.4,7.65,827,14
Rack 6,10/31/2021,20:34:38,2021-10,2021,8.9,23.4,7.64,827,15
Rack 6,10/31/2021,20:35:37,2021-10,2021,9,23.4,7.65,827,14
Rack 6,10/31/2021,20:36:38,2021-10,2021,8.9,23.4,7.64,827,14
Rack 6,10/31/2021,20:37:38,2021-10,2021,8.9,23.5,7.64,827,14
Rack 6,10/31/2021,20:38:38,2021-10,2021,9,23.3,7.65,827,14
Rack 6,10/31/2021,20:39:38,2021-10,2021,9,23.2,7.67,827,14
Rack 6,10/31/2021,20:40:38,2021-10,2021,8.9,23,7.65,827,14
Rack 6,10/31/2021,20:41:38,2021-10,2021,9,23,7.64,824,15
Rack 6,10/31/2021,20:42:38,2021-10,2021,8.9,23.1,7.65,824,14
Rack 6,10/31/2021,20:43:38,2021-10,2021,9,23.3,7.65,826,14
Rack 6,10/31/2021,20:44:38,2021-10,2021,8.9,23.3,7.65,826,14
Rack 6,10/31/2021,20:45:38,2021-10,2021,8.9,23.3,7.65,826,14
Rack 6,10/31/2021,20:46:38,2021-10,2021,9,23.4,7.64,826,14
Rack 6,10/31/2021,20:47:38,2021-10,2021,8.9,23.4,7.65,827,14
Rack 6,10/31/2021,20:48:38,2021-10,2021,9,23.4,7.65,826,14
Rack 6,10/31/2021,20:49:38,2021-10,2021,9,23.4,7.65,827,14
Rack 6,10/31/2021,20:50:38,2021-10,2021,9,23.4,7.65,827,14
Rack 6,10/31/2021,20:51:38,2021-10,2021,9,23.4,7.65,827,14
Rack 6,10/31/2021,20:52:38,2021-10,2021,8.9,23.4,7.65,827,14
Rack 6,10/31/2021,20:53:38,2021-10,2021,8.9,23.2,7.67,827,14
Rack 6,10/31/2021,20:54:38,2021-10,2021,8.9,23.1,7.67,826,14
Rack 6,10/31/2021,20:55:38,2021-10,2021,9,23,7.67,826,14
Rack 6,10/31/2021,20:56:38,2021-10,2021,8.9,23.1,7.65,825,14
Rack 6,10/31/2021,20:57:38,2021-10,2021,8.9,23.2,7.64,826,14
Rack 6,10/31/2021,20:58:38,2021-10,2021,9,23.3,7.65,829,14
Rack 6,10/31/2021,20:59:38,2021-10,2021,8.9,23.3,7.65,826,14
Rack 6,10/31/2021,21:00:38,2021-10,2021,8.9,23.4,7.65,826,14
Rack 6,10/31/2021,21:01:38,2021-10,2021,8.9,23.4,7.65,827,14
Rack 6,10/31/2021,21:02:38,2021-10,2021,8.9,23.4,7.64,827,14
Rack 6,10/31/2021,21:03:38,2021-10,2021,9,23.4,7.64,826,14
Rack 6,10/31/2021,21:04:38,2021-10,2021,9,23.4,7.65,827,14
Rack 6,10/31/2021,21:05:38,2021-10,2021,8.8,23.4,7.65,827,14
Rack 6,10/31/2021,21:06:38,2021-10,2021,8.8,23.4,7.65,826,14
Rack 6,10/31/2021,21:07:38,2021-10,2021,8.7,23.3,7.67,827,14
Rack 6,10/31/2021,21:08:38,2021-10,2021,8.7,23.1,7.67,826,14
Rack 6,10/31/2021,21:09:38,2021-10,2021,8.7,23,7.67,827,14
Rack 6,10/31/2021,21:10:38,2021-10,2021,8.7,23,7.65,826,15
Rack 6,10/31/2021,21:11:38,2021-10,2021,8.7,23.2,7.65,826,14
Rack 6,10/31/2021,21:12:38,2021-10,2021,8.7,23.2,7.65,825,14
Rack 6,10/31/2021,21:13:38,2021-10,2021,8.7,23.3,7.65,826,14
Rack 6,10/31/2021,21:14:38,2021-10,2021,8.7,23.3,7.65,826,14
Rack 6,10/31/2021,21:15:39,2021-10,2021,8.7,23.4,7.65,827,14
Rack 6,10/31/2021,21:16:38,2021-10,2021,8.8,23.4,7.65,826,14
Rack 6,10/31/2021,21:17:38,2021-10,2021,8.8,23.4,7.65,826,14
Rack 6,10/31/2021,21:18:39,2021-10,2021,8.9,23.4,7.65,826,14
Rack 6,10/31/2021,21:19:39,2021-10,2021,8.9,23.4,7.67,826,14
Rack 6,10/31/2021,21:20:38,2021-10,2021,8.9,23.4,7.67,826,14
Rack 6,10/31/2021,21:21:38,2021-10,2021,8.9,23.4,7.67,826,14
Rack 6,10/31/2021,21:22:39,2021-10,2021,8.9,23.2,7.67,826,14
Rack 6,10/31/2021,21:23:38,2021-10,2021,8.9,23.1,7.67,824,14
Rack 6,10/31/2021,21:24:38,2021-10,2021,8.9,23,7.67,825,14
Rack 6,10/31/2021,21:25:39,2021-10,2021,9,23.1,7.67,823,14
Rack 6,10/31/2021,21:26:39,2021-10,2021,9,23.2,7.67,824,14
Rack 6,10/31/2021,21:27:39,2021-10,2021,8.9,23.3,7.65,824,14
Rack 6,10/31/2021,21:28:38,2021-10,2021,8.9,23.3,7.64,824,14
Rack 6,10/31/2021,21:29:39,2021-10,2021,9,23.4,7.64,826,14
Rack 6,10/31/2021,21:30:39,2021-10,2021,8.9,23.4,7.65,825,14
Rack 6,10/31/2021,21:31:39,2021-10,2021,9,23.4,7.67,824,14
Rack 6,10/31/2021,21:32:38,2021-10,2021,8.9,23.4,7.67,823,14
Rack 6,10/31/2021,21:33:39,2021-10,2021,8.9,23.4,7.67,824,14
Rack 6,10/31/2021,21:34:39,2021-10,2021,8.9,23.4,7.67,826,14
Rack 6,10/31/2021,21:35:39,2021-10,2021,8.9,23.4,7.67,824,14
Rack 6,10/31/2021,21:36:39,2021-10,2021,8.9,23.2,7.67,826,14
Rack 6,10/31/2021,21:37:39,2021-10,2021,8.9,23.1,7.67,825,14
Rack 6,10/31/2021,21:38:39,2021-10,2021,9,23,7.67,824,14
Rack 6,10/31/2021,21:39:39,2021-10,2021,8.9,23.1,7.67,824,14
Rack 6,10/31/2021,21:40:39,2021-10,2021,8.9,23.2,7.67,823,14
Rack 6,10/31/2021,21:41:39,2021-10,2021,9,23.3,7.65,824,15
Rack 6,10/31/2021,21:42:39,2021-10,2021,8.9,23.3,7.65,825,14
Rack 6,10/31/2021,21:43:39,2021-10,2021,9,23.3,7.65,824,14
Rack 6,10/31/2021,21:44:39,2021-10,2021,9,23.4,7.65,824,14
Rack 6,10/31/2021,21:45:39,2021-10,2021,8.9,23.4,7.65,826,14
Rack 6,10/31/2021,21:46:39,2021-10,2021,8.9,23.4,7.65,825,15
Rack 6,10/31/2021,21:47:39,2021-10,2021,8.9,23.4,7.67,826,15
Rack 6,10/31/2021,21:48:39,2021-10,2021,9,23.4,7.67,827,14
Rack 6,10/31/2021,21:49:39,2021-10,2021,8.9,23.4,7.67,826,14
Rack 6,10/31/2021,21:50:39,2021-10,2021,9,23.4,7.67,826,14
Rack 6,10/31/2021,21:51:39,2021-10,2021,9,23.2,7.67,825,14
Rack 6,10/31/2021,21:52:39,2021-10,2021,9,23,7.67,824,15
Rack 6,10/31/2021,21:53:39,2021-10,2021,8.9,23,7.67,824,14
Rack 6,10/31/2021,21:54:39,2021-10,2021,8.9,23.1,7.67,823,14
Rack 6,10/31/2021,21:55:39,2021-10,2021,8.9,23.2,7.67,824,14
Rack 6,10/31/2021,21:56:39,2021-10,2021,8.9,23.3,7.67,826,14
Rack 6,10/31/2021,21:57:39,2021-10,2021,8.9,23.3,7.67,825,14
Rack 6,10/31/2021,21:58:39,2021-10,2021,8.9,23.4,7.65,826,14
Rack 6,10/31/2021,21:59:39,2021-10,2021,8.9,23.4,7.64,824,14
Rack 6,10/31/2021,22:00:39,2021-10,2021,8.9,23.4,7.67,824,14
Rack 6,10/31/2021,22:01:39,2021-10,2021,8.9,23.4,7.67,826,14
Rack 6,10/31/2021,22:02:39,2021-10,2021,8.9,23.4,7.67,826,14
Rack 6,10/31/2021,22:03:39,2021-10,2021,8.9,23.4,7.67,826,14
Rack 6,10/31/2021,22:04:40,2021-10,2021,8.9,23.4,7.67,826,14
Rack 6,10/31/2021,22:05:39,2021-10,2021,8.9,23.2,7.67,826,14
Rack 6,10/31/2021,22:06:39,2021-10,2021,8.9,23,7.67,824,14
Rack 6,10/31/2021,22:07:39,2021-10,2021,8.9,23,7.67,825,14
Rack 6,10/31/2021,22:08:39,2021-10,2021,8.9,23.1,7.68,823,14
Rack 6,10/31/2021,22:09:39,2021-10,2021,8.9,23.2,7.67,823,14
Rack 6,10/31/2021,22:10:39,2021-10,2021,8.9,23.3,7.65,826,14
Rack 6,10/31/2021,22:11:40,2021-10,2021,9,23.3,7.65,824,14
Rack 6,10/31/2021,22:12:40,2021-10,2021,8.9,23.4,7.64,826,14
Rack 6,10/31/2021,22:13:39,2021-10,2021,9,23.4,7.64,824,14
Rack 6,10/31/2021,22:14:39,2021-10,2021,8.9,23.4,7.65,823,14
Rack 6,10/31/2021,22:15:40,2021-10,2021,9,23.4,7.67,826,14
Rack 6,10/31/2021,22:16:40,2021-10,2021,9,23.4,7.67,826,14
Rack 6,10/31/2021,22:17:39,2021-10,2021,8.9,23.4,7.67,824,14
Rack 6,10/31/2021,22:18:39,2021-10,2021,9,23.5,7.67,826,14
Rack 6,10/31/2021,22:19:40,2021-10,2021,8.9,23.4,7.67,826,14
Rack 6,10/31/2021,22:20:40,2021-10,2021,8.9,23.2,7.67,824,14
Rack 6,10/31/2021,22:21:39,2021-10,2021,9,23,7.67,824,14
Rack 6,10/31/2021,22:22:40,2021-10,2021,8.9,23,7.67,825,14
Rack 6,10/31/2021,22:23:40,2021-10,2021,9,23.1,7.67,825,14
Rack 6,10/31/2021,22:24:40,2021-10,2021,8.9,23.2,7.67,824,14
Rack 6,10/31/2021,22:25:39,2021-10,2021,8.8,23.3,7.67,825,14
Rack 6,10/31/2021,22:26:40,2021-10,2021,8.8,23.3,7.67,824,14
Rack 6,10/31/2021,22:27:40,2021-10,2021,8.8,23.4,7.67,826,14
Rack 6,10/31/2021,22:28:40,2021-10,2021,8.8,23.4,7.67,826,14
Rack 6,10/31/2021,22:29:40,2021-10,2021,8.7,23.4,7.67,826,14
Rack 6,10/31/2021,22:30:40,2021-10,2021,8.7,23.4,7.67,825,14
Rack 6,10/31/2021,22:31:40,2021-10,2021,8.8,23.4,7.67,826,14
Rack 6,10/31/2021,22:32:40,2021-10,2021,8.8,23.5,7.67,825,14
Rack 6,10/31/2021,22:33:40,2021-10,2021,8.8,23.2,7.67,826,14
Rack 6,10/31/2021,22:34:40,2021-10,2021,8.7,23.1,7.67,826,14
Rack 6,10/31/2021,22:35:40,2021-10,2021,8.8,23,7.67,825,14
Rack 6,10/31/2021,22:36:40,2021-10,2021,8.8,23.1,7.67,823,14
Rack 6,10/31/2021,22:37:40,2021-10,2021,8.8,23.2,7.67,823,14
Rack 6,10/31/2021,22:38:40,2021-10,2021,8.9,23.3,7.67,823,14
Rack 6,10/31/2021,22:39:40,2021-10,2021,8.9,23.3,7.67,825,14
Rack 6,10/31/2021,22:40:40,2021-10,2021,8.9,23.4,7.67,825,14
Rack 6,10/31/2021,22:41:40,2021-10,2021,8.9,23.4,7.67,823,14
Rack 6,10/31/2021,22:42:40,2021-10,2021,8.9,23.4,7.67,825,14
Rack 6,10/31/2021,22:43:40,2021-10,2021,8.9,23.4,7.67,823,14
Rack 6,10/31/2021,22:44:40,2021-10,2021,8.9,23.4,7.67,824,14
Rack 6,10/31/2021,22:45:40,2021-10,2021,8.9,23.4,7.67,824,15
Rack 6,10/31/2021,22:46:40,2021-10,2021,8.9,23.4,7.67,823,14
Rack 6,10/31/2021,22:47:40,2021-10,2021,8.9,23.4,7.67,825,14
Rack 6,10/31/2021,22:48:40,2021-10,2021,8.9,23.2,7.67,823,14
Rack 6,10/31/2021,22:49:40,2021-10,2021,8.9,23,7.67,823,14
Rack 6,10/31/2021,22:50:40,2021-10,2021,9,23,7.67,822,14
Rack 6,10/31/2021,22:51:40,2021-10,2021,9,23.1,7.67,822,14
Rack 6,10/31/2021,22:52:40,2021-10,2021,8.9,23.2,7.67,822,14
Rack 6,10/31/2021,22:53:40,2021-10,2021,8.9,23.3,7.67,823,14
Rack 6,10/31/2021,22:54:40,2021-10,2021,8.9,23.3,7.67,823,14
Rack 6,10/31/2021,22:55:40,2021-10,2021,8.9,23.4,7.67,825,14
Rack 6,10/31/2021,22:56:40,2021-10,2021,8.9,23.4,7.67,823,14
Rack 6,10/31/2021,22:57:40,2021-10,2021,8.9,23.4,7.67,823,15
Rack 6,10/31/2021,22:58:40,2021-10,2021,9,23.4,7.67,823,14
Rack 6,10/31/2021,22:59:40,2021-10,2021,8.9,23.4,7.67,823,14
Rack 6,10/31/2021,23:00:41,2021-10,2021,8.9,23.4,7.67,823,14
Rack 6,10/31/2021,23:01:40,2021-10,2021,8.9,23.4,7.67,823,15
Rack 6,10/31/2021,23:02:40,2021-10,2021,8.9,23.2,7.67,824,14
Rack 6,10/31/2021,23:03:40,2021-10,2021,8.9,23,7.67,823,14
Rack 6,10/31/2021,23:04:41,2021-10,2021,8.9,23,7.7,823,14
Rack 6,10/31/2021,23:05:40,2021-10,2021,8.9,23.1,7.67,822,14
Rack 6,10/31/2021,23:06:40,2021-10,2021,8.9,23.2,7.67,823,14
Rack 6,10/31/2021,23:07:41,2021-10,2021,8.9,23.3,7.67,823,14
Rack 6,10/31/2021,23:08:41,2021-10,2021,8.9,23.3,7.67,823,14
Rack 6,10/31/2021,23:09:40,2021-10,2021,8.9,23.4,7.67,823,14
Rack 6,10/31/2021,23:10:40,2021-10,2021,9,23.4,7.67,823,14
Rack 6,10/31/2021,23:11:41,2021-10,2021,9,23.4,7.67,825,14
Rack 6,10/31/2021,23:12:41,2021-10,2021,9,23.4,7.67,823,14
Rack 6,10/31/2021,23:13:40,2021-10,2021,8.9,23.4,7.67,823,15
Rack 6,10/31/2021,23:14:41,2021-10,2021,8.9,23.4,7.67,824,14
Rack 6,10/31/2021,23:15:41,2021-10,2021,8.9,23.4,7.67,823,14
Rack 6,10/31/2021,23:16:41,2021-10,2021,8.9,23.2,7.67,825,14
Rack 6,10/31/2021,23:17:40,2021-10,2021,8.9,23.1,7.67,824,14
Rack 6,10/31/2021,23:18:41,2021-10,2021,8.9,23,7.67,822,14
Rack 6,10/31/2021,23:19:41,2021-10,2021,8.9,23.1,7.67,822,14
Rack 6,10/31/2021,23:20:41,2021-10,2021,9,23.2,7.67,822,14
Rack 6,10/31/2021,23:21:41,2021-10,2021,9,23.3,7.67,823,14
Rack 6,10/31/2021,23:22:41,2021-10,2021,8.9,23.3,7.67,823,14
Rack 6,10/31/2021,23:23:41,2021-10,2021,8.9,23.3,7.67,823,15
Rack 6,10/31/2021,23:24:41,2021-10,2021,8.9,23.4,7.67,823,14
Rack 6,10/31/2021,23:25:41,2021-10,2021,8.9,23.4,7.67,824,14
Rack 6,10/31/2021,23:26:41,2021-10,2021,9,23.4,7.67,823,14
Rack 6,10/31/2021,23:27:41,2021-10,2021,8.9,23.4,7.67,823,15
Rack 6,10/31/2021,23:28:41,2021-10,2021,9,23.4,7.67,825,14
Rack 6,10/31/2021,23:29:41,2021-10,2021,8.9,23.4,7.67,823,14
Rack 6,10/31/2021,23:30:41,2021-10,2021,8.9,23.4,7.67,824,14
Rack 6,10/31/2021,23:31:41,2021-10,2021,8.9,23.2,7.7,823,14
Rack 6,10/31/2021,23:32:41,2021-10,2021,8.9,23.1,7.7,823,14
Rack 6,10/31/2021,23:33:41,2021-10,2021,9,23,7.7,823,14
Rack 6,10/31/2021,23:34:41,2021-10,2021,8.9,23.1,7.7,822,15
Rack 6,10/31/2021,23:35:41,2021-10,2021,9,23.2,7.67,822,14
Rack 6,10/31/2021,23:36:41,2021-10,2021,9,23.3,7.67,823,14
Rack 6,10/31/2021,23:37:41,2021-10,2021,8.9,23.3,7.67,824,14
Rack 6,10/31/2021,23:38:41,2021-10,2021,9,23.4,7.67,823,14
Rack 6,10/31/2021,23:39:41,2021-10,2021,9,23.4,7.67,823,14
Rack 6,10/31/2021,23:40:41,2021-10,2021,9,23.4,7.67,823,14
Rack 6,10/31/2021,23:41:41,2021-10,2021,9,23.4,7.67,824,14
Rack 6,10/31/2021,23:42:41,2021-10,2021,8.9,23.4,7.67,823,14
Rack 6,10/31/2021,23:43:41,2021-10,2021,9,23.4,7.67,824,14
Rack 6,10/31/2021,23:44:41,2021-10,2021,8.9,23.4,7.67,825,14
Rack 6,10/31/2021,23:45:41,2021-10,2021,8.8,23.4,7.7,825,14
Rack 6,10/31/2021,23:46:41,2021-10,2021,8.8,23.2,7.7,823,15
Rack 6,10/31/2021,23:47:41,2021-10,2021,8.7,23.1,7.7,823,15
Rack 6,10/31/2021,23:48:41,2021-10,2021,8.8,23,7.7,823,14
Rack 6,10/31/2021,23:49:41,2021-10,2021,8.8,23.1,7.7,822,14
Rack 6,10/31/2021,23:50:41,2021-10,2021,8.8,23.2,7.67,822,14
Rack 6,10/31/2021,23:51:41,2021-10,2021,8.8,23.3,7.67,823,14
Rack 6,10/31/2021,23:52:41,2021-10,2021,8.8,23.3,7.67,823,15
Rack 6,10/31/2021,23:53:42,2021-10,2021,8.8,23.4,7.67,823,14
Rack 6,10/31/2021,23:54:41,2021-10,2021,8.8,23.4,7.67,823,14
Rack 6,10/31/2021,23:55:41,2021-10,2021,8.8,23.4,7.67,823,14
Rack 6,10/31/2021,23:56:42,2021-10,2021,8.8,23.4,7.67,823,14
Rack 6,10/31/2021,23:57:43,2021-10,2021,8.8,23.4,7.67,822,14
Rack 6,10/31/2021,23:58:43,2021-10,2021,8.9,23.4,7.67,823,14
Rack 6,10/31/2021,23:59:43,2021-10,2021,8.9,23.3,7.67,822,14
Rack 6,11/1/2021,0:00:43,2021-11,2021,8.9,23.1,7.7,822,15
Rack 6,11/1/2021,0:01:43,2021-11,2021,8.9,23,7.7,822,14
Rack 6,11/1/2021,0:02:43,2021-11,2021,8.9,23,7.7,821,14
Rack 6,11/1/2021,0:03:43,2021-11,2021,8.9,23.2,7.67,820,14
Rack 6,11/1/2021,0:04:43,2021-11,2021,8.9,23.2,7.67,820,14
Rack 6,11/1/2021,0:05:43,2021-11,2021,8.9,23.3,7.67,822,14
Rack 6,11/1/2021,0:06:43,2021-11,2021,8.9,23.3,7.67,822,15
Rack 6,11/1/2021,0:07:43,2021-11,2021,8.9,23.4,7.67,823,14
Rack 6,11/1/2021,0:08:43,2021-11,2021,8.9,23.4,7.67,822,14
Rack 6,11/1/2021,0:09:43,2021-11,2021,8.9,23.4,7.67,822,14
Rack 6,11/1/2021,0:10:43,2021-11,2021,8.9,23.4,7.67,822,14
Rack 6,11/1/2021,0:11:43,2021-11,2021,8.9,23.4,7.67,822,14
Rack 6,11/1/2021,0:12:43,2021-11,2021,8.9,23.4,7.67,822,14
Rack 6,11/1/2021,0:13:43,2021-11,2021,8.9,23.4,7.7,822,14
Rack 6,11/1/2021,0:14:43,2021-11,2021,8.9,23.4,7.7,822,15
Rack 6,11/1/2021,0:15:43,2021-11,2021,8.9,23.2,7.7,820,14
Rack 6,11/1/2021,0:16:43,2021-11,2021,8.9,23,7.7,822,14
Rack 6,11/1/2021,0:17:43,2021-11,2021,8.9,23,7.7,821,14
Rack 6,11/1/2021,0:18:44,2021-11,2021,9,23.1,7.67,822,14
Rack 6,11/1/2021,0:19:43,2021-11,2021,8.9,23.2,7.67,821,14
Rack 6,11/1/2021,0:20:43,2021-11,2021,8.9,23.3,7.67,820,14
Rack 6,11/1/2021,0:21:43,2021-11,2021,8.9,23.3,7.67,822,14
Rack 6,11/1/2021,0:22:44,2021-11,2021,8.9,23.4,7.67,822,14
Rack 6,11/1/2021,0:23:43,2021-11,2021,9,23.4,7.67,822,14
Rack 6,11/1/2021,0:24:43,2021-11,2021,8.9,23.4,7.67,822,14
Rack 6,11/1/2021,0:25:44,2021-11,2021,9,23.4,7.67,822,14
Rack 6,11/1/2021,0:26:44,2021-11,2021,9,23.4,7.67,822,14
Rack 6,11/1/2021,0:27:43,2021-11,2021,9,23.4,7.67,822,14
Rack 6,11/1/2021,0:28:43,2021-11,2021,8.9,23.3,7.67,822,14
Rack 6,11/1/2021,0:29:44,2021-11,2021,8.9,23.1,7.7,822,14
Rack 6,11/1/2021,0:30:44,2021-11,2021,9,23,7.7,822,14
Rack 6,11/1/2021,0:31:43,2021-11,2021,9,23,7.7,820,14
Rack 6,11/1/2021,0:32:44,2021-11,2021,9,23.2,7.67,821,14
Rack 6,11/1/2021,0:33:44,2021-11,2021,9,23.3,7.67,821,14
Rack 6,11/1/2021,0:34:44,2021-11,2021,8.9,23.3,7.67,822,14
Rack 6,11/1/2021,0:35:43,2021-11,2021,8.9,23.3,7.67,823,14
Rack 6,11/1/2021,0:36:44,2021-11,2021,8.9,23.4,7.67,822,15
Rack 6,11/1/2021,0:37:44,2021-11,2021,8.9,23.4,7.67,822,14
Rack 6,11/1/2021,0:38:44,2021-11,2021,9,23.4,7.67,822,14
Rack 6,11/1/2021,0:39:44,2021-11,2021,8.9,23.4,7.67,823,14
Rack 6,11/1/2021,0:40:44,2021-11,2021,8.9,23.4,7.67,824,14
Rack 6,11/1/2021,0:41:44,2021-11,2021,8.9,23.4,7.67,823,14
Rack 6,11/1/2021,0:42:44,2021-11,2021,9,23.3,7.7,822,14
Rack 6,11/1/2021,0:43:44,2021-11,2021,9,23.1,7.7,822,14
Rack 6,11/1/2021,0:44:44,2021-11,2021,8.9,23,7.7,822,14
Rack 6,11/1/2021,0:45:44,2021-11,2021,8.9,23,7.7,820,14
Rack 6,11/1/2021,0:46:44,2021-11,2021,8.9,23.2,7.67,820,14
Rack 6,11/1/2021,0:47:44,2021-11,2021,8.9,23.2,7.67,820,14
Rack 6,11/1/2021,0:48:44,2021-11,2021,8.9,23.3,7.67,822,14
Rack 6,11/1/2021,0:49:44,2021-11,2021,8.9,23.3,7.67,822,14
Rack 6,11/1/2021,0:50:44,2021-11,2021,9,23.4,7.67,822,14
Rack 6,11/1/2021,0:51:44,2021-11,2021,8.9,23.4,7.67,822,14
Rack 6,11/1/2021,0:52:44,2021-11,2021,8.9,23.4,7.67,822,15
Rack 6,11/1/2021,0:53:44,2021-11,2021,8.9,23.4,7.67,822,14
Rack 6,11/1/2021,0:54:44,2021-11,2021,8.9,23.4,7.67,823,14
Rack 6,11/1/2021,0:55:44,2021-11,2021,9,23.4,7.67,823,14
Rack 6,11/1/2021,0:56:44,2021-11,2021,9,23.4,7.7,823,14
Rack 6,11/1/2021,0:57:44,2021-11,2021,9,23.3,7.7,822,14
Rack 6,11/1/2021,0:58:44,2021-11,2021,9,23.1,7.7,822,14
Rack 6,11/1/2021,0:59:44,2021-11,2021,9,23,7.7,822,14
Rack 6,11/1/2021,1:00:44,2021-11,2021,9,23,7.7,820,14
Rack 6,11/1/2021,1:01:44,2021-11,2021,8.9,23.2,7.67,821,14
Rack 6,11/1/2021,1:02:44,2021-11,2021,8.9,23.2,7.67,821,14
Rack 6,11/1/2021,1:03:44,2021-11,2021,9,23.3,7.67,823,14
Rack 6,11/1/2021,1:04:44,2021-11,2021,8.9,23.3,7.67,822,14
Rack 6,11/1/2021,1:05:44,2021-11,2021,8.8,23.4,7.67,822,15
Rack 6,11/1/2021,1:06:44,2021-11,2021,8.8,23.4,7.67,822,14
Rack 6,11/1/2021,1:07:44,2021-11,2021,8.8,23.4,7.67,822,14
Rack 6,11/1/2021,1:08:44,2021-11,2021,8.8,23.4,7.67,822,14
Rack 6,11/1/2021,1:09:44,2021-11,2021,8.7,23.5,7.67,822,14
Rack 6,11/1/2021,1:10:45,2021-11,2021,8.8,23.4,7.67,822,14
Rack 6,11/1/2021,1:11:44,2021-11,2021,8.7,23.3,7.7,822,14
Rack 6,11/1/2021,1:12:44,2021-11,2021,8.8,23.1,7.7,822,14
Rack 6,11/1/2021,1:13:45,2021-11,2021,8.8,23,7.7,819,14
Rack 6,11/1/2021,1:14:45,2021-11,2021,8.7,23,7.7,819,14
Rack 6,11/1/2021,1:15:44,2021-11,2021,8.8,23.2,7.67,820,15
Rack 6,11/1/2021,1:16:44,2021-11,2021,8.8,23.3,7.67,821,15
Rack 6,11/1/2021,1:17:45,2021-11,2021,8.8,23.3,7.67,820,14
Rack 6,11/1/2021,1:18:45,2021-11,2021,8.9,23.3,7.67,821,14
Rack 6,11/1/2021,1:19:44,2021-11,2021,8.9,23.4,7.67,820,14
Rack 6,11/1/2021,1:20:44,2021-11,2021,8.9,23.4,7.67,821,14
